Name;Accession;Organism;collection_date;country;host;strain
R-Aug-18-5-pT9;MZ670915.1;Yam mosaic virus;2018-09-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT9
R-Aug-18-5-pT9;MZ670915.1;Yam mosaic virus;2018-09-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT9
R-Oct-18-5-pT2;MZ670916.1;Yam mosaic virus;2018-10-12;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT2
R-Oct-18-5-pT2;MZ670916.1;Yam mosaic virus;2018-10-12;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT2
R-Oct-18-5-pT2;MZ670916.1;Yam mosaic virus;2018-10-12;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT2
R-Jul-18-5-pT4;MZ670917.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT4
R-Jul-18-5-pT4;MZ670917.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT4
R-Jul-18-5-pT4;MZ670917.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT4
R-Oct-18-5-pT12;MZ670918.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT12
R-Oct-18-5-pT12;MZ670918.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT12
R-Oct-18-5-pT12;MZ670918.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT12
R-Jul-18-5-pT13;MZ670919.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT13
R-Jul-18-5-pT13;MZ670919.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT13
R-Jul-18-5-pT13;MZ670919.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT13
R-Oct-18-5-pT10;MZ670920.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT10
R-Oct-18-5-pT10;MZ670920.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT10
R-Oct-18-5-pT10;MZ670920.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT10
R-Aug-18-5-pT6;MZ670921.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT6
R-Aug-18-5-pT6;MZ670921.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT6
R-Aug-18-5-pT6;MZ670921.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT6
R-Oct-18-5-pT4;MZ670922.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT4
R-Oct-18-5-pT4;MZ670922.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT4
R-Oct-18-5-pT4;MZ670922.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT4
R-Oct-18-5-pT13;MZ670923.1;Yam mosaic virus;2018-10-12;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT13
R-Oct-18-5-pT13;MZ670923.1;Yam mosaic virus;2018-10-12;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT13
R-Oct-18-5-pT13;MZ670923.1;Yam mosaic virus;2018-10-12;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT13
R-Aug-18-5-pT13;MZ670924.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT13
R-Aug-18-5-pT13;MZ670924.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT13
R-Aug-18-5-pT13;MZ670924.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT13
R-Aug-18-5-pT5;MZ670925.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT5
R-Aug-18-5-pT5;MZ670925.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT5
R-Aug-18-5-pT5;MZ670925.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT5
R-Aug-19-50-pT2;MZ670926.1;Yam mosaic virus;2019-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT2
R-Aug-19-50-pT2;MZ670926.1;Yam mosaic virus;2019-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT2
R-Aug-19-50-pT2;MZ670926.1;Yam mosaic virus;2019-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT2
R-Sep-19-50-pT3;MZ670927.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT3
R-Sep-19-50-pT3;MZ670927.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT3
R-Sep-19-50-pT3;MZ670927.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT3
R-Oct-19-50-pT2;MZ670928.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT2
R-Oct-19-50-pT2;MZ670928.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT2
R-Oct-19-50-pT2;MZ670928.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT2
R-Oct-19-50-pT42;MZ670929.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT42
R-Oct-19-50-pT42;MZ670929.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT42
R-Oct-19-50-pT42;MZ670929.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT42
R-Oct-19-50-pT8;MZ670930.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT8
R-Oct-19-50-pT8;MZ670930.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT8
R-Oct-19-50-pT8;MZ670930.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT8
R-Aug-19-50-pT1;MZ670931.1;Yam mosaic virus;2019-09-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT1
R-Aug-19-50-pT1;MZ670931.1;Yam mosaic virus;2019-09-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT1
R-Aug-19-50-pT1;MZ670931.1;Yam mosaic virus;2019-09-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT1
R-Oct-19-50-pT6;MZ670932.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT6
R-Oct-19-50-pT6;MZ670932.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT6
R-Oct-19-50-pT6;MZ670932.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT6
R-Sep-19-50-pT7;MZ670933.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT7
R-Sep-19-50-pT7;MZ670933.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT7
R-Sep-19-50-pT7;MZ670933.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT7
R-Aug-19-50-pT7;MZ670934.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT7
R-Aug-19-50-pT7;MZ670934.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT7
R-Aug-19-50-pT7;MZ670934.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT7
R-Oct-19-50-pT4;MZ670935.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT4
R-Oct-19-50-pT4;MZ670935.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT4
R-Oct-19-50-pT4;MZ670935.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT4
R-Sep-19-50-pT1;MZ670936.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT1
R-Sep-19-50-pT1;MZ670936.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT1
R-Sep-19-50-pT1;MZ670936.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT1
R-Aug-19-50-pT21;MZ670937.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT21
R-Aug-19-50-pT21;MZ670937.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT21
R-Aug-19-50-pT21;MZ670937.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT21
R-Sep-19-50-pT4;MZ670938.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT4
R-Sep-19-50-pT4;MZ670938.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT4
R-Sep-19-50-pT4;MZ670938.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT4
R-Sep-19-50-pT2;MZ670939.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT2
R-Sep-19-50-pT2;MZ670939.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT2
R-Sep-19-50-pT2;MZ670939.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT2
R-Oct-19-50-pT3;MZ670940.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT3
R-Oct-19-50-pT3;MZ670940.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT3
R-Oct-19-50-pT3;MZ670940.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT3
R-Oct-19-50-PT5;MZ670941.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-PT5
R-Oct-19-50-PT5;MZ670941.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-PT5
R-Oct-19-50-PT5;MZ670941.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-PT5
R-Sep-19-50-pT8;MZ670942.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT8
R-Sep-19-50-pT8;MZ670942.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT8
R-Sep-19-50-pT8;MZ670942.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT8
R-Aug-19-50-pT6;MZ670943.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT6
R-Aug-19-50-pT6;MZ670943.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT6
R-Aug-19-50-pT6;MZ670943.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT6
R-Sep-19-50-pT53;MZ670944.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT53
R-Sep-19-50-pT53;MZ670944.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT53
R-Sep-19-50-pT53;MZ670944.1;Yam mosaic virus;2019-09-03;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-19-50-pT53
R-Oct-19-50-pT51;MZ670945.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT51
R-Oct-19-50-pT51;MZ670945.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT51
R-Oct-19-50-pT51;MZ670945.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT51
R-Oct-19-50-pT22;MZ670946.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT22
R-Oct-19-50-pT22;MZ670946.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT22
R-Oct-19-50-pT22;MZ670946.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT22
R-Oct-19-50-pT1;MZ670947.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT1
R-Oct-19-50-pT1;MZ670947.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT1
R-Oct-19-50-pT1;MZ670947.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT1
R-Oct-19-50-pT32;MZ670948.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT32
R-Oct-19-50-pT32;MZ670948.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT32
R-Oct-19-50-pT32;MZ670948.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT32
R-Aug-19-50-pT4;MZ670949.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT4
R-Aug-19-50-pT4;MZ670949.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT4
R-Aug-19-50-pT4;MZ670949.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT4
R-Oct-19-50-pT12;MZ670950.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT12
R-Oct-19-50-pT12;MZ670950.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT12
R-Oct-19-50-pT12;MZ670950.1;Yam mosaic virus;2019-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-19-50-pT12
R-Aug-19-50-pT3;MZ670951.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT3
R-Aug-19-50-pT3;MZ670951.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT3
R-Aug-19-50-pT3;MZ670951.1;Yam mosaic virus;2019-08-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-19-50-pT3
R-Oct-20-2-V1TA-1;MZ670952.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TA-1
R-Oct-20-2-V1TA-1;MZ670952.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TA-1
R-Oct-20-2-V1TA-1;MZ670952.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TA-1
R-Oct-20-2-V1TD-1;MZ670953.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TD-1
R-Oct-20-2-V1TD-1;MZ670953.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TD-1
R-Oct-20-2-V1TD-1;MZ670953.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TD-1
R-Oct-20-2-V1TB-1;MZ670954.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TB-1
R-Oct-20-2-V1TB-1;MZ670954.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TB-1
R-Oct-20-2-V1TB-1;MZ670954.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TB-1
R-Oct-20-2-V1TC-1;MZ670955.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TC-1
R-Oct-20-2-V1TC-1;MZ670955.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TC-1
R-Oct-20-2-V1TC-1;MZ670955.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TC-1
R-Oct-20-2-V1BD-1;MZ670956.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BD-1
R-Oct-20-2-V1BD-1;MZ670956.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BD-1
R-Oct-20-2-V1BD-1;MZ670956.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BD-1
R-Oct-20-2-V1BA-1;MZ670957.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BA-1
R-Oct-20-2-V1BA-1;MZ670957.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BA-1
R-Oct-20-2-V1BA-1;MZ670957.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BA-1
R-Oct-20-2-V1BC-1;MZ670958.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BC-1
R-Oct-20-2-V1BC-1;MZ670958.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BC-1
R-Oct-20-2-V1BC-1;MZ670958.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BC-1
R-Oct-20-2-V1BB-1;MZ670959.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BB-1
R-Oct-20-2-V1BB-1;MZ670959.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BB-1
R-Oct-20-2-V1BB-1;MZ670959.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BB-1
R-Oct-20-2-V1BD-2;MZ670960.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BD-2
R-Oct-20-2-V1BD-2;MZ670960.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BD-2
R-Oct-20-2-V1BD-2;MZ670960.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BD-2
R-Oct-20-2-V2BB-1;MZ670961.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V2BB-1
R-Oct-20-2-V2BB-1;MZ670961.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V2BB-1
R-Oct-20-2-V2BB-1;MZ670961.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V2BB-1
R-Oct-20-2-V2BC-1;MZ670962.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V2BC-1
R-Oct-20-2-V2BC-1;MZ670962.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V2BC-1
R-Oct-20-2-V2BC-1;MZ670962.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V2BC-1
R-Oct-20-2-V2BA-1;MZ670963.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V2BA-1
R-Oct-20-2-V2BA-1;MZ670963.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V2BA-1
R-Oct-20-2-V2BA-1;MZ670963.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V2BA-1
R-Oct-20-2-V2TB-1;MZ670964.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V2TB-1
R-Oct-20-2-V2TB-1;MZ670964.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V2TB-1
R-Oct-20-2-V2TB-1;MZ670964.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V2TB-1
R-Oct-20-2-V1TA-2;MZ670965.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TA-2
R-Oct-20-2-V1TA-2;MZ670965.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TA-2
R-Oct-20-2-V1TA-2;MZ670965.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TA-2
R-Oct-20-2-V1TD-2;MZ670966.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TD-2
R-Oct-20-2-V1TD-2;MZ670966.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TD-2
R-Oct-20-2-V1TD-2;MZ670966.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TD-2
R-Oct-20-2-V1TB-2;MZ670967.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TB-2
R-Oct-20-2-V1TB-2;MZ670967.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TB-2
R-Oct-20-2-V1TB-2;MZ670967.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TB-2
R-Oct-20-2-V1TC-2;MZ670968.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TC-2
R-Oct-20-2-V1TC-2;MZ670968.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TC-2
R-Oct-20-2-V1TC-2;MZ670968.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1TC-2
R-Oct-20-2-V1BD-3;MZ670969.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BD-3
R-Oct-20-2-V1BD-3;MZ670969.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BD-3
R-Oct-20-2-V1BD-3;MZ670969.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BD-3
R-Oct-20-2-V1BA-2;MZ670970.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BA-2
R-Oct-20-2-V1BA-2;MZ670970.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BA-2
R-Oct-20-2-V1BA-2;MZ670970.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BA-2
R-Oct-20-2-V1BC-2;MZ670971.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BC-2
R-Oct-20-2-V1BC-2;MZ670971.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BC-2
R-Oct-20-2-V1BC-2;MZ670971.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BC-2
R-Oct-20-2-V1BB-2;MZ670972.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BB-2
R-Oct-20-2-V1BB-2;MZ670972.1;Yam mosaic virus;2020-10-16;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-20-2-V1BB-2
